HERPUD2	chr7	-	35734745
HERPUD2-AS1	chr7	+	35734815
HES1	chr3	+	193853936
HES2	chr1	-	6479979
HES3	chr1	+	6304238
HES4	chr1	-	935477
HES5	chr1	-	2461702
HES6	chr2	-	239148679
HES7	chr17	-	8027424
HESX1	chr3	-	57261643
HEXA	chr15	-	72668355
HEXA-AS1	chr15	+	72668453
HEXB	chr5	+	73935847
HEXD	chr17	+	80376222
HEXD-IT1	chr17	+	80383200
HEXIM1	chr17	+	43225841
HEXIM2	chr17	+	43237540
HEY1	chr8	-	80680002
HEY2	chr6	+	126070777
HEYL	chr1	-	40105315
HFE	chr6	+	26087656
HFE-AS1	chr6	-	26091262
HFM1	chr1	-	91870394
HGC6.3	chr6	-	168380473
HGD	chr3	-	120401086
HGF	chr7	-	81399363
HGFAC	chr4	+	3443694
HGH1	chr8	+	145192676
HGS	chr17	+	79651040
HGSNAT	chr8	+	42995606
HHAT	chr1	+	210501595
HHATL	chr3	-	42744290
HHATL-AS1	chr3	+	42744032
HHEX	chr10	+	94449711
HHIP	chr4	+	145567307
HHIP-AS1	chr4	-	145567171
HHIPL1	chr14	+	100070874
HHIPL2	chr1	-	222721446
HHLA1	chr8	-	133123404
HHLA2	chr3	+	108015394
HHLA3	chr1	+	70820493
HIBADH	chr7	-	27702502
HIBCH	chr2	-	191184552
HIC1	chr17	+	1958396
HIC2	chr22	+	21771659
HID1	chr17	-	72968854
HID1-AS1	chr17	+	72966783
HIF1A	chr14	+	62162230
HIF1A-AS1	chr14	-	62162541
HIF1A-AS2	chr14	-	62215807
HIF1A-AS3	chr14	-	62217815
HIF1AN	chr10	+	102295699
HIF3A	chr19	+	46800298
HIGD1A	chr3	-	42845982
HIGD1B	chr17	+	42923696
HIGD1C	chr12	+	51346326
HIGD2A	chr5	+	175815751
HIGD2B	chr15	-	72978523
HIKESHI	chr11	+	86013281
HIKESHIP2	chr19	+	10952515
HILPDA	chr7	+	128095931
HINFP	chr11	+	118992289
HINT1	chr5	-	130500949
HINT2	chr9	-	35815039
HINT3	chr6	+	126277915
HIP1	chr7_jh159134_fix	-	3268177
HIP1R	chr12	+	123320003
HIPK1	chr1	+	114471945
HIPK1-AS1	chr1	-	114472147
HIPK2	chr7	-	139477797
HIPK3	chr11	+	33278217
HIPK4	chr19	-	40896088
HIRA	chr22	-	19419256
HIRIP3	chr16	-	30007417
HIVEP1	chr6	+	12012544
HIVEP2	chr6	-	143266313
HIVEP3	chr1	-	42384593
HJURP	chr2	-	234763181
HJV	chr1	+	145413277
HK1	chr10	+	71029755
HK2	chr2	+	75061253
HK3	chr5	-	176326347
HKDC1	chr10	+	70980087
HLA-A	chr6_qbl_hap6	+	1203024
HLA-B	chr6_mcf_hap5	-	2704745
HLA-C	chr6_cox_hap2	-	2753168
HLA-DMA	chr6_apd_hap1	-	4207863
HLA-DMB	chr6	-	32908805
HLA-DOA	chr6	-	32977368
HLA-DOB	chr6	-	32784779
HLA-DPA1	chr6_mann_hap4	-	4506071
HLA-DPB1	chr6_mann_hap4	+	4501306
HLA-DPB2	chr6	+	33080292
HLA-DQA1	chr6_cox_hap2	+	4055570
HLA-DQA2	chr6_mann_hap4	+	4166325
HLA-DQB1	chr6_cox_hap2	-	4080111
HLA-DQB1-AS1	chr6	+	32627656
HLA-DQB2	chr6_dbb_hap3	-	4013876
HLA-DRA	chr6_mann_hap4	+	3749723
HLA-DRB1	chr6_dbb_hap3	-	3835697
HLA-DRB3	chr6_cox_hap2	-	3947195
HLA-DRB4	chr6_mcf_hap5	-	3897292
HLA-DRB5	chr6	-	32498064
HLA-DRB6	chr6	-	32527779
HLA-E	chr6	+	30457285
HLA-F	chr6_dbb_hap3	+	992092
HLA-F-AS1	chr6_qbl_hap6	-	1017689
HLA-G	chr6_cox_hap2	+	1310141
HLA-H	chr6	+	29855349
HLA-J	chr6	+	29973747
HLA-L	chr6	+	30227338
HLA-V	chr6	+	29759682
HLCS	chr21	-	38362511
HLF	chr17	+	53342320
HLTF	chr3	-	148804320
HLTF-AS1	chr3	+	148804118
HLX	chr1	+	221052784
HLX-AS1	chr1	-	221053482
HM13	chr20	+	30102244
HM13-AS1	chr20	-	30161066
HMBOX1	chr8	+	28747911
HMBS	chr11	+	118955590
HMCES	chr3	+	128997674
HMCN1	chr1	+	185703522
HMCN2	chr9	+	133028038
HMG20A	chr15	+	77713229
HMG20B	chr19	+	3572941
HMGA1	chr6	+	34204649
HMGA1P7	chr6	-	134438818
HMGA2	chr12	+	66218262
HMGA2-AS1	chr12	-	66276105
HMGB1	chr13	-	31191724
HMGB2	chr4	-	174255509
HMGB3	chrX	+	150148979
HMGB3P1	chr20	-	33422265
HMGB4	chr1	+	34326075
HMGCL	chr1	-	24151919
HMGCLL1	chr6	-	55443990
HMGCR	chr5	+	74632992
HMGCS1	chr5	-	43313514
HMGCS2	chr1	-	120311555
HMGN1	chr21	-	40721014
HMGN2	chr1	+	26798930
HMGN2P46	chr15	+	45803333
HMGN3	chr6	-	79944399
HMGN3-AS1	chr6	+	79943390
HMGN4	chr6	+	26538593
HMGN5	chrX	-	80457412
HMGXB3	chr5	+	149380301
HMGXB4	chr22	+	35653485
HMHB1	chr5	+	143191725
HMMR	chr5	+	162887637
HMMR-AS1	chr5	-	162921064
HMOX1	chr22	+	35777088
HMOX2	chr16	+	4524736
HMSD	chr18	+	61616534
HMX1	chr4	-	8873565
HMX2	chr10	+	124907651
HMX3	chr10	+	124895485
HNF1A	chr12	+	121416345
HNF1A-AS1	chr12	-	121410095
HNF1B	chr17	-	36105050
HNF4A	chr20	+	42984338
HNF4A-AS1	chr20	-	43024302
HNF4G	chr8	+	76319883
HNMT	chr2	+	138722042
HNRNPA0	chr5	-	137090052
HNRNPA1	chr12	+	54674509
HNRNPA1L2	chr13	+	53191659
HNRNPA1L3	chr16	+	51679667
HNRNPA1P10	chr19	-	11777904
HNRNPA1P33	chr10	-	47133898
HNRNPA2B1	chr7	-	26240366
HNRNPA3	chr2	+	178077521
HNRNPA3P1	chr10	-	44285865
HNRNPAB	chr5	+	177631533
HNRNPC	chr14	-	21737601
HNRNPCL1	chr1	-	12908573
HNRNPCL2	chr1	-	13184326
HNRNPD	chr4	-	83295144
HNRNPDL	chr4	-	83351615
HNRNPF	chr10	-	43904634
HNRNPH1	chr5	-	179061785
HNRNPH2	chrX	+	100663209
HNRNPH3	chr10	+	70091449
HNRNPK	chr9	-	86595530
HNRNPKP3	chr11	-	43290919
HNRNPL	chr19	-	39342987
HNRNPLL	chr2	-	38830070
HNRNPM	chr19	+	8509858
HNRNPR	chr1	-	23670777
HNRNPU	chr1	-	245027845
HNRNPUL1	chr19	+	41768461
HNRNPUL2	chr11	-	62494929
HNRNPUL2-BSCL2	chr11	-	62494856
HOATZ	chr11	+	111385502
HOGA1	chr10	+	99344145
HOMER1	chr5	-	78809957
HOMER2	chr15	-	83621472
HOMER3	chr19	-	19052026
HOMER3-AS1	chr19	+	19051062
HOMEZ	chr14	-	23755341
HOOK1	chr1	+	60280620
HOOK2	chr19	-	12903164
HOOK3	chr8	+	42752120
HOPX	chr4	-	57547462
HORMAD1	chr1	-	150693371
HORMAD2	chr22	+	30476452
HORMAD2-AS1	chr22	-	30476246
HOTAIR	chr12	-	54368740
HOTAIRM1	chr7	+	27135712
HOTTIP	chr7	+	27240039
HOXA-AS2	chr7	+	27161537
HOXA-AS3	chr7	+	27179982
HOXA1	chr7	-	27135619
HOXA10	chr7	-	27219480
HOXA10-AS	chr7	+	27208517
HOXA10-HOXA9	chr7	-	27219880
HOXA11	chr7	-	27224851
HOXA11-AS	chr7	+	27225026
HOXA13	chr7	-	27239710
HOXA2	chr7	-	27142302
HOXA3	chr7	-	27192202
HOXA4	chr7	-	27170376
HOXA5	chr7	-	27183300
HOXA6	chr7	-	27187393
HOXA7	chr7	-	27196294
HOXA9	chr7	-	27205156
HOXB-AS1	chr17	+	46621712
HOXB-AS2	chr17	+	46633518
HOXB-AS3	chr17	+	46667781
HOXB-AS4	chr17	+	46706059
HOXB1	chr17	-	46608373
HOXB13	chr17	-	46806112
HOXB2	chr17	-	46622471
HOXB3	chr17	-	46667603
HOXB4	chr17	-	46655712
HOXB5	chr17	-	46671141
HOXB6	chr17	-	46682348
HOXB7	chr17	-	46688379
HOXB8	chr17	-	46692654
HOXB9	chr17	-	46703720
HOXC-AS1	chr12	-	54393794
HOXC-AS2	chr12	-	54390569
HOXC-AS3	chr12	-	54379303
HOXC10	chr12	+	54378929
HOXC11	chr12	+	54366909
HOXC12	chr12	+	54348686
HOXC13	chr12	+	54332614
HOXC13-AS	chr12	-	54333427
HOXC4	chr12	+	54410671
HOXC5	chr12	+	54410671
HOXC6	chr12	+	54410671
HOXC8	chr12	+	54402768
HOXC9	chr12	+	54393944
HOXD-AS2	chr2	-	177001826
HOXD1	chr2	+	177053395
HOXD10	chr2	+	176981505
HOXD11	chr2	+	176972007
HOXD12	chr2	+	176964522
HOXD13	chr2	+	176957448
HOXD3	chr2	+	177022034
HOXD4	chr2	+	177016277
HOXD8	chr2	+	176994432
HOXD9	chr2	+	176987446
HP	chr16	+	72088403
HP09053	chr3	-	99542709
HP1BP3	chr1	-	21113800
HPAT5	chr6	+	167641787
HPCA	chr1	+	33352091
HPCAL1	chr2	+	10443029
HPCAL4	chr1	-	40157105
HPD	chr12	-	122326517
HPDL	chr1	+	45792566
HPF1	chr4	-	170679095
HPGD	chr4	-	175444044
HPGDS	chr4	-	95263987
HPN	chr19	+	35531409
HPN-AS1	chr19	-	35597208
HPR	chr16	+	72097124
HPRT1	chrX	+	133594194
HPS1	chr10	-	100206692
HPS1-AS1	chr10	+	100206077
HPS3	chr3	+	148847424
HPS4	chr22	-	26879829
HPS5	chr11	-	18343721
HPS6	chr10	+	103825105
HPSE	chr4	-	84256306
HPSE2	chr10	-	100995632
HPX	chr11	-	6462217
HPYR1	chr8	-	133573726
HR	chr8	-	21988565
HRAS	chr11	-	535576
HRAT17	chr7	-	112635698
HRC	chr19	-	49658653
HRCT1	chr9	+	35906198
HRG	chr3	+	186383802
HRH1	chr3	+	11178923
HRH2	chr5	+	175085073
HRH3	chr20	-	60795334
HRH4	chr18	+	22040600
HRK	chr12	-	117319246
HRNR	chr1	-	152196669
HROB	chr17	+	42219297
HRURF	chr8	-	21988523
HS1BP3	chr2	-	20850858
HS1BP3-IT1	chr2	-	20792308
HS2ST1	chr1	+	87380317
HS3ST1	chr4	-	11430518
HS3ST2	chr16	+	22825482
HS3ST3A1	chr17	-	13505246
HS3ST3B1	chr17	+	14204397
HS3ST4	chr16	+	25703279
HS3ST5	chr6	-	114664187
HS3ST6	chr16	-	1968416
HS6ST1	chr2	-	129076442
HS6ST2	chrX	-	132095398
HS6ST2-AS1	chrX	+	131801669
HS6ST3	chr13	+	96742360
HSBP1	chr16	+	83841582
HSBP1L1	chr18	+	77724642
HSCB	chr22	+	29138026
HSD11B1	chr1	+	209859523
HSD11B1-AS1	chr1	-	209915907
HSD11B1L	chr19	+	5681037
HSD11B2	chr16	+	67465023
HSD17B1	chr17	+	40704940
HSD17B1-AS1	chr17	-	40706820
HSD17B10	chrX_jh806587_fix	-	3147491
HSD17B11	chr4	-	88312340
HSD17B12	chr11	+	43702287
HSD17B13	chr4	-	88244034
HSD17B14	chr19	-	49339748
HSD17B2	chr16	+	82068857
HSD17B3	chr9	-	99064458
HSD17B3-AS1	chr9	+	99008744
HSD17B4	chr5	+	118788191
HSD17B6	chr12	+	57157107
HSD17B7	chr1	+	162760491
HSD17B7P2	chr10	+	38645307
HSD17B8	chr6_mann_hap4	+	4629747
HSD3B1	chr1	+	120049825
HSD3B2	chr1	+	119957553
HSD3B7	chr16	+	30996527
HSD3BP4	chr1	+	120106502
HSD52	chr1	-	59612479
HSDL1	chr16	-	84178782
HSDL2	chr9	+	115142387
HSDL2-AS1	chr9	-	115249924
HSF1	chr8_gl383536_fix	+	60862
HSF2	chr6	+	122720695
HSF2BP	chr21	-	45079369
HSF4	chr16	+	67197663
HSF5	chr17	-	56565769
HSFX1	chrX	+	148855725
HSFX2	chrX	-	148676974
HSFX3	chrX	-	148631469
HSFX4	chrX	+	149097790
HSFY1	chrY	+	20708576
HSFY1P1	chr22	+	17308363
HSFY2	chrY	-	20935621
HSH2D	chr19	+	16244837
HSP90AA1	chr14	-	102606086
HSP90AB1	chr6	+	44213930
HSP90AB4P	chr15	-	58985806
HSP90B1	chr12	+	104324187
HSP90B2P	chr15	+	99797729
HSPA12A	chr10	-	118609233
HSPA12B	chr20	+	3713331
HSPA13	chr21	-	15755467
HSPA14	chr10	+	14880304
HSPA1A	chr6	+	31783319
HSPA1B	chr6_qbl_hap6	+	3089165
HSPA1L	chr6	-	31783060
HSPA2	chr14	+	65002622
HSPA2-AS1	chr14	-	65007086
HSPA4	chr5	+	132387704
HSPA4L	chr4	+	128702950
HSPA5	chr9	-	128003622
HSPA6	chr1	+	161494329
HSPA7	chr1	+	161575961
HSPA8	chr11	-	122932844
HSPA9	chr5	-	137911090
HSPB1	chr7	+	75931989
HSPB11	chr1	-	54411372
HSPB2	chr11	+	111783457
HSPB2-C11orf52	chr11	+	111783459
HSPB3	chr5	+	53751528
HSPB6	chr19	-	36247930
HSPB7	chr1	-	16346089
HSPB8	chr12	+	119616735
HSPB9	chr17	+	40274821
HSPBAP1	chr3	-	122512678
HSPBP1	chr19	-	55791751
HSPC324	chr9	-	139554873
HSPD1	chr2	-	198364998
HSPE1	chr2	+	198365102
HSPE1-MOB4	chr2	+	198365102
HSPG2	chr1	-	22263803
HSPH1	chr13	-	31736525
HTATIP2	chr11	+	20385259
HTATSF1	chrX	+	135579387
HTATSF1P2	chr6	-	3024124
HTD2	chr3	+	58291971
HTN1	chr4	+	70916154
HTN3	chr4	+	70894175
HTR1A	chr5	-	63258272
HTR1B	chr6	-	78173208
HTR1D	chr1	-	23543995
HTR1E	chr6	+	87647245
HTR1F	chr3	+	87841855
HTR2A	chr13	-	47472217
HTR2A-AS1	chr13	+	47426274
HTR2B	chr2	-	231989756
HTR2C	chrX	+	113818558
HTR3A	chr11	+	113845829
HTR3B	chr11	+	113775517
HTR3C	chr3	+	183770834
HTR3D	chr3	+	183749331
HTR3E	chr3	+	183814851
HTR3E-AS1	chr3	-	183822966
HTR4	chr5	-	148016624
HTR5A	chr7	+	154862033
HTR5A-AS1	chr7	-	154863267
HTR6	chr1	+	19991367
HTR7	chr10	-	92617796
HTR7P1	chr12	+	13153375
HTRA1	chr10	+	124221068
HTRA2	chr2	+	74756531
HTRA3	chr4	+	8271480
HTRA4	chr8	+	38831746
HTT	chr4	+	3076407
HTT-AS	chr4	-	3076241
HULC	chr6	+	8652441
HUNK	chr21	+	33245332
HUS1	chr7	-	48019212
HUS1B	chr6	-	657100
HUWE1	chrX_jh806587_fix	-	3399834
HVCN1	chr12	-	111127582
HYAL1	chr3	-	50349812
HYAL2	chr3	-	50360176
HYAL3	chr3	-	50336836
HYAL4	chr7	+	123485222
HYAL6P	chr7	+	123454192
HYDIN	chr16	-	71264625
HYDIN2	chr1_gl000192_random	-	468683
HYI	chr1	-	43919602
HYI-AS1	chr1	+	43919597
HYKK	chr15	+	78799918
HYLS1	chr11	+	125753508
HYMAI	chr6	-	144329396
HYOU1	chr11	-	118927916
HYPK	chr15	+	44092796
IAH1	chr2	+	9614679
IAPP	chr12	+	21507892
IARS1	chr9	-	95055979
IARS2	chr1	+	220267473
IATPR	chr10	-	33405735
IBA57	chr1	+	228353504
IBA57-DT	chr1	-	228353213
IBSP	chr4	+	88720705
IBTK	chr6	-	82957461
ICA1	chr7	-	8302185
ICA1-AS1	chr7	+	8301854
ICA1L	chr2	-	203736489
ICAM1	chr19	+	10381795
ICAM2	chr17	-	62097993
ICAM3	chr19	-	10450300
ICAM4	chr19	+	10397630
ICAM5	chr19	+	10400627
ICE1	chr5	+	5422789
ICE2	chr15	-	60771341
ICMT	chr1	-	6296024
ICMT-DT	chr1	+	6296299
ICOS	chr2	+	204801485
ICOSLG	chr21	-	45660826
ID1	chr20	+	30193091
ID2	chr2	+	8822185
ID2-AS1	chr2	-	8821993
ID3	chr1	-	23885992
ID4	chr6	+	19837600
IDE	chr10	-	94333850
IDH1	chr2	-	209119795
IDH1-AS1	chr2	+	209119956
IDH2	chr15	-	90645700
IDH2-DT	chr15	+	90645363
IDH3A	chr15	+	78441703
IDH3B	chr20	-	2644862
IDH3G	chrX	-	153059830
IDI1	chr10	-	1102644
IDI2	chr10	-	1071799
IDI2-AS1	chr10	+	1068576
IDNK	chr9	+	86238057
IDO1	chr8	+	39771409
IDO2	chr8	+	39792169
IDS	chrX_jh806600_fix	-	5029704
IDUA	chr4	+	980784
IER2	chr19	+	13261224
IER3	chr6	-	30712324
IER3-AS1	chr6	+	30710739
IER3IP1	chr18	-	44702735
IER5	chr1	+	181057835
IER5L	chr9	-	131940540
IFFO1	chr12	-	6665208
IFFO2	chr1	-	19283170
IFI16	chr1	+	158969765
IFI27	chr14	+	94577081
IFI27L1	chr14	+	94547655
IFI27L2	chr14	-	94595941
IFI30	chr19	+	18284622
IFI35	chr17	+	41158800
IFI44	chr1	+	79115473
IFI44L	chr1	+	79086132
IFI6	chr1	-	27998703
IFIH1	chr2	-	163175194
IFIT1	chr10	+	91152379
IFIT1B	chr10	+	91137812
IFIT2	chr10	+	91061802
IFIT3	chr10	+	91087753
IFIT5	chr10	+	91174324
IFITM1	chr11	+	314039
IFITM10	chr11	-	1771825
IFITM2	chr11	+	307815
IFITM3	chr11	-	320860
IFITM4P	chr6_cox_hap2	-	1235098
IFITM5	chr11	-	299526
IFNA1	chr9	+	21440437
IFNA10	chr9	-	21207142
IFNA13	chr9	-	21368056
IFNA14	chr9	-	21240004
IFNA16	chr9	-	21217310
IFNA17	chr9	-	21228221
IFNA2	chr9	-	21385397
IFNA21	chr9	-	21166659
IFNA22P	chr9	-	21278562
IFNA4	chr9	-	21187586
IFNA5	chr9	-	21305312
IFNA6	chr9	-	21350886
IFNA7	chr9	-	21202204
IFNA8	chr9	+	21409115
IFNAR1	chr21	+	34696699
IFNAR2	chr21	+	34602242
IFNB1	chr9	-	21077941
IFNE	chr9	-	21482312
IFNG	chr12	-	68553520
IFNG-AS1	chr12	+	68383224
IFNGR1	chr6	-	137540522
IFNGR2	chr21	+	34775187
IFNK	chr9	+	27524287
IFNL1	chr19	+	39787046
IFNL2	chr19	+	39759035
IFNL3	chr19	-	39735890
IFNL4	chr19	-	39739496
IFNLR1	chr1	-	24513779
IFNW1	chr9	-	21141831
IFRD1	chr7	+	112063228
IFRD2	chr3	-	50329860
IFT122	chr3	+	129159066
IFT140	chr16	-	1662073
IFT172	chr2	-	27712610
IFT20	chr17	-	26662498
IFT22	chr7	-	100965093
IFT27	chr22	-	37172163
IFT43	chr14	+	76452105
IFT46	chr11	-	118436646
IFT52	chr20	+	42219576
IFT57	chr3	-	107941271
IFT74	chr9	+	26947107
IFT74-AS1	chr9	-	26956305
IFT80	chr3	-	160117013
IFT81	chr12	+	110562161
IFT88	chr13	+	21141295
IFTAP	chr11	+	36616051
IGBP1	chrX	+	69353296
IGBP1P1	chr14	+	35409127
IGBP1P2	chr17	-	56769406
IGDCC3	chr15	-	65670340
IGDCC4	chr15	-	65715285
IGF1	chr12	-	102874341
IGF1R	chr15	+	99191767
IGF2	chr11	-	2170796
IGF2-AS	chr11	+	2161741
IGF2BP1	chr17	+	47074746
IGF2BP2	chr3	-	185542830
IGF2BP2-AS1	chr3	+	185431039
IGF2BP3	chr7	-	23510110
IGF2R	chr6	+	160390113
IGFALS	chr16	-	1844909
IGFBP1	chr7	+	45928086
IGFBP2	chr2	+	217497550
IGFBP3	chr7	-	45960871
IGFBP4	chr17	+	38599701
IGFBP5	chr2	-	217560272
IGFBP6	chr12	+	53491450
IGFBP7	chr4	-	57976551
IGFBP7-AS1	chr4	+	57975927
IGFBPL1	chr9	-	38424451
IGFL1	chr19	+	46732998
IGFL2	chr19	+	46651038
IGFL2-AS1	chr19	-	46706319
IGFL3	chr19	-	46627945
IGFL4	chr19	-	46580887
IGFLR1	chr19	-	36233353
IGFN1	chr1	+	201159951
IGHMBP2	chr11	+	68671358
IGHV1OR15-1	chr15	-	22448881
IGHV1OR15-3	chr15	-	22466547
IGIP	chr5	+	139505521
IGLL1	chr22	-	23922477
IGLL3P	chr22	+	25714223
IGLL5	chr22	+	23229995
IGLON5	chr19	+	51814897
IGSF1	chrX	-	130423280
IGSF10	chr3	-	151257104
IGSF11	chr3	-	118864867
IGSF11-AS1	chr3	+	118661922
IGSF21	chr1	+	18434291
IGSF22	chr11	-	18747735
IGSF23	chr19	+	45116872
IGSF3	chr1	-	117210377
IGSF5	chr21	+	41117109
IGSF6	chr16	-	21663929
IGSF8	chr1	-	160068618
IGSF9	chr1	-	159915403
IGSF9B	chr11	-	133826863
IHH	chr2	-	219925643
IHO1	chr3	+	49235860
IK	chr5	+	140027413
IKBIP	chr12	-	99038566
IKBKB	chr8	+	42128819
IKBKB-DT	chr8	-	42128479
IKBKE	chr1_jh636054_fix	+	461329
IKBKG	chrX	+	153769452
IKZF1	chr7	+	50343659
IKZF2	chr2	-	214017180
IKZF3	chr17	-	38020565
IKZF4	chr12	+	56401287
IKZF5	chr10	-	124768311
IL10	chr1	-	206945839
IL10RA	chr11	+	117857108
IL10RB	chr21	+	34638671
IL10RB-DT	chr21	-	34638565
IL11	chr19	-	55881831
IL11RA	chr9	+	34652181
IL12A	chr3	+	159706621
IL12A-AS1	chr3	-	159924879
IL12B	chr5	-	158757495
IL12RB1	chr19	-	18209626
IL12RB2	chr1	+	67773555
IL13	chr5	+	131992213
IL13RA1	chrX	+	117861568
IL13RA2	chrX	-	114252179
IL15	chr4	+	142557735
IL15RA	chr10	-	6020704
IL16	chr15	+	81489219
IL17A	chr6	+	52051172
IL17B	chr5	-	148783765
IL17C	chr16	+	88704979
IL17D	chr13	+	21275651
IL17F	chr6	-	52109298
IL17RA	chr22	+	17565889
IL17RB	chr3	+	53880594
IL17RC	chr3	+	9958781
IL17RD	chr3	-	57204345
IL17RE	chr3	+	9944295
IL17REL	chr22	-	50451194
IL18	chr11	-	112034817
IL18BP	chr11	+	71709954
IL18R1	chr2	+	102972255
IL18RAP	chr2	+	103035080
IL19	chr1	+	206944117
IL1A	chr2	-	113542070
IL1B	chr2	-	113594356
IL1F10	chr2	+	113825546
IL1R1	chr2	+	102686849
IL1R1-AS1	chr2	-	102798568
IL1R2	chr2	+	102608421
IL1RAP	chr3	+	190231873
IL1RAPL1	chrX	+	28605562
IL1RAPL2	chrX	+	103810879
IL1RL1	chr2	+	102928022
IL1RL2	chr2	+	102803432
IL1RN	chr2	+	113875547
IL2	chr4	-	123377880
IL20	chr1	+	207036909
IL20RA	chr6	-	137366102
IL20RB	chr3	+	136676824
IL21	chr4	-	123542221
IL21-AS1	chr4	+	123540137
IL21R	chr16	+	27413494
IL21R-AS1	chr16	-	27464714
IL22	chr12	-	68647384
IL22RA1	chr1	-	24469630
IL22RA2	chr6	-	137494781
IL23A	chr12	+	56732667
IL23R	chr1	+	67632136
IL24	chr1	+	207070787
IL25	chr14	+	23842017
IL26	chr12	-	68619590
IL27	chr16	-	28518155
IL27RA	chr19	+	14142573
IL2RA	chr10	-	6104330
IL2RB	chr22	-	37571158
IL2RG	chrX	-	70331427
IL3	chr5	+	131396347
IL31	chr12	-	122658768
IL31RA	chr5	+	55147184
IL32	chr16	+	3115403
IL33	chr9	+	6215148
IL34	chr16	+	70613801
IL36A	chr2	+	113763035
IL36B	chr2	-	113810444
IL36G	chr2	+	113735582
IL36RN	chr2	+	113816214
IL37	chr2	+	113668741
IL3RA	chrX	+	1455677
IL4	chr5	+	132009680
IL4I1	chr19	-	50432761
IL4R	chr16	+	27325294
IL5	chr5	-	131879214
IL5RA	chr3	-	3152058
IL6	chr7	+	22766818
IL6-AS1	chr7	-	22767239
IL6R	chr1	+	154377818
IL6R-AS1	chr1	-	154379040
IL6ST	chr5	-	55290791
IL6ST-DT	chr5	+	55290994
IL7	chr8	-	79717698
IL7R	chr5	+	35856992
IL9	chr5	-	135231530
IL9R	chrX	+	155227360
ILDR1	chr3	-	121741094
ILDR2	chr1	-	166944777
ILF2	chr1	-	153643469
ILF3	chr19	+	10765021
ILF3-DT	chr19	-	10764548
ILK	chr11	+	6625003
ILKAP	chr2	-	239112336
ILRUN	chr6	-	34664544
ILRUN-AS1	chr6	+	34663930
ILVBL	chr19	-	15236597
IMMP1L	chr11	-	31531169
IMMP2L	chr7	-	111202548
IMMT	chr2	-	86422585
IMP3	chr15	-	75932565
IMP4	chr2	+	131100469
IMPA1	chr8	-	82598560
IMPA1P1	chr8	-	82543512
IMPA2	chr18	+	11981505
IMPACT	chr18	+	22006633
IMPDH1	chr7	-	128050036
IMPDH2	chr3	-	49066831
IMPG1	chr6	-	76782379
IMPG2	chr3	-	101039419
INA	chr10	+	105036894
INAFM1	chr19	+	47777679
INAFM2	chr15	+	40615892
INAVA	chr1	+	200860658
INCA1	chr17	-	4900817
INCENP	chr11	+	61891482
INE1	chrX	+	47064246
INE2	chrX	-	15805712
INF2	chr14	+	105155954
ING1	chr13	+	111364969
ING2	chr4	+	184426210
ING2-DT	chr4	-	184425668
ING3	chr7	+	120590830
ING4	chr12	-	6772285
ING5	chr2	+	242626434
INGX	chrX	-	70712299
INHA	chr2	+	220437031
INHBA	chr7	-	41742688
INHBA-AS1	chr7	+	41733516
INHBB	chr2	+	121103711
INHBC	chr12	+	57828566
INHBE	chr12	+	57849089
INIP	chr9	-	115480397
INKA1	chr3	+	49840693
INKA2	chr1	-	112298419
INKA2-AS1	chr1	+	112282462
INMT	chr7	+	30791750
INMT-MINDY4	chr7	+	30791750
INO80	chr15	-	41408478
INO80-AS1	chr15	+	41308997
INO80B	chr2	+	74682213
INO80B-WBP1	chr2	+	74682149
INO80C	chr18	-	33077924
INO80D	chr2	-	206950898
INO80E	chr16	+	30007561
INPP1	chr2	+	191208314
INPP4A	chr2	+	99061320
INPP4B	chr4	-	143767688
INPP5A	chr10	+	134351290
INPP5B	chr1	-	38412729
INPP5D	chr2	+	233925051
INPP5E	chr9	-	139334297
INPP5F	chr10	+	121485561
INPP5J	chr22	+	31518908
INPP5K	chr17	-	1419906
INPPL1	chr11	+	71935810
INS	chr11	-	2182439
INS-IGF2	chr11	-	2182439
INSC	chr11	+	15133969
INSIG1	chr7	+	155089587
INSIG2	chr2	+	118846046
INSL3	chr19	-	17932328
INSL4	chr9	+	5231418
INSL5	chr1	-	67266959
INSL6	chr9	-	5185639
INSM1	chr20	+	20348747
INSM2	chr14	+	36003369
INSR	chr19	-	7294425
INSRR	chr1	-	156828909
INSYN1	chr15	-	74045692
INSYN1-AS1	chr15	+	74060426
INSYN2A	chr10	-	128994855
INSYN2B	chr5	-	169407499
INTS1	chr7	-	1544025
INTS10	chr8	+	19674926
INTS11	chr1	-	1260040
INTS12	chr4	-	106629846
INTS13	chr12	-	27090914
INTS14	chr15	-	65903469
INTS15	chr7	+	6629651
INTS2	chr17	-	60005343
INTS3	chr1	+	153700525
INTS4	chr11	-	77705714
INTS4P1	chr7	+	64601407
INTS4P2	chr7	+	65112766
INTS5	chr11	-	62420774
INTS6	chr13	-	52027172
INTS6-AS1	chr13	+	52027480
INTS6L	chrX	+	134654584
INTS6L-AS1	chrX	-	134654599
INTS7	chr1	-	212208899
INTS8	chr8	+	95835514
INTS9	chr8	-	28747486
INTU	chr4	+	128554111
INVS	chr9	+	102861524
IP6K1	chr3	-	49823975
IP6K2	chr3	-	48754654
IP6K3	chr6	-	33714682
IPCEF1	chr6	-	154677937
IPMK	chr10	-	60027654
IPO11	chr5	+	61708589
IPO11-LRRC70	chr5	+	61874561
IPO13	chr1	+	44412621
