CSNKA2IP	chr3	+	88338456
CST6	chr11	+	66012008
CTC1	chr17	-	8248056
CTF1	chr16	+	30896614
CTTNBP2	chr7	-	117873441
CTU1	chr19	-	51108409
CXCR2	chr2	+	218126028
CYP1A1	chr15	-	74725536
DACH2	chrX	+	86714652
DAZ1	chrY	-	23199008
DDB1	chr11	-	61333807
DDHD1	chr14	-	53153323
DEFB118	chr20	+	31368601
DEFB130A	chr8	-	12318316
DEPDC5	chr22	+	31754019
DGKD	chr2	+	233354494
DHFR	chr5	-	80654983
DHRS3	chr1	-	12618210
DIO3	chr14	+	101561495
DISC1	chr1	+	231626790
DKK3	chr11	-	12009082
DLG2	chr11	-	85628335
DMAP1	chr1	+	44213471
DMBT1	chr10	+	122560754
DNMT1	chr19	-	10194955
DNTT	chr10	+	96304409
DOCK6	chr19	-	11262524
DPY30	chr2	-	32039805
DTNA	chr18	+	34710298
DUOX2	chr15	-	45114172
DUSP8	chr11	-	1572271
DYNC1LI1	chr3	-	32570858
DYNC2LI1	chr2	+	43774064
E4F1	chr16	+	2223591
ECPAS	chr9	-	111484745
EDN3	chr20	+	59300443
EEF1AKMT2	chr10	-	124791887
EFCAB10	chr7	-	105581486
EIF2AK1	chr7	-	6059175
ELAPOR2	chr7	-	87059654
EMP3	chr19	+	48325347
EPHA8	chr1	+	22563489
ERGIC1	chr5	+	172834338
ERLEC1	chr2	+	53787009
ESAM	chr11	-	124762290
ETFB	chr19	-	51357106
EXOC1L	chr4	+	55819790
EYA1	chr8	-	71548061
F9	chrX	+	139530739
FAM204A	chr10	-	118342324
FAM9B	chrX	-	9034127
FANCL	chr2	-	58241325
FBXO33	chr14	-	39432433
FBXW7	chr4	-	152536063
FEZ2	chr2	-	36598191
FGF7	chr15	+	49423242
FOXC2	chr16	+	86566829
FREM1	chr9	-	14910428
FRMPD3	chrX	+	107449652
FUNDC2	chrX	+	155026844
FUT8	chr14	+	65410592
FZD8	chr10	-	35642296
GABRA5	chr15	+	26867126
GADD45GIP1	chr19	-	12957223
GAGE12G	chrX	+	49570400
GALNT10	chr5	+	154190733
GALNT7	chr4	+	173168811
GAP43	chr3	+	115623510
GATA3	chr10	+	8054688
GCHFR	chr15	+	40765620
GCSAM	chrCHR_HSCHR3_6_CTG2_1	-	112133248
GDAP1	chr8	+	74350418
GDF6	chr8	-	96160806
GJB3	chr1	+	34781214
GK2	chr4	-	79408228
GMPPA	chr2	+	219498901
GNAT1	chr3	+	50191610
GNG3	chr11	+	62707676
GP9	chr3	+	129060779
GPR141	chr7	+	37683766
GPR65	chr14	+	88005135
GRHPR	chr9	+	37422746
GSKIP	chr14	+	96363557
GTF3C3	chr2	-	196799683
H2AC11	chr6	+	27133043
H2BC9	chr6	+	26251614
HACD2	chr3	-	123585053
HACE1	chr6	-	104859919
HAO2	chr1	+	119368779
HAUS8	chr19	-	17075200
HAVCR2	chr5	-	157109079
HCCS	chrX	+	11111332
HDAC5	chr17	-	44123638
HERC1	chr15	-	63833948
HERC6	chr4	+	88378739
HIGD2B	chr15	-	72686182
HIVEP1	chr6	+	12012312
HLTF	chr3	-	149086533
HOGA1	chr10	+	97584389
HPS4	chr22	-	26483783
HSD17B10	chrX	-	53434367
HSPA1B	chrCHR_HSCHR6_MHC_QBL_CTG1	+	31817974
ID3	chrCHR_HSCHR1_4_CTG3	-	23566965
IDH3B	chr20	-	2664216
IGF1R	chr15	+	98648539
IKZF4	chr12	+	56021043
IL18BP	chr11	+	71998613
INTS5	chr11	-	62653302
IQCC	chr1	+	32205671
IQSEC2	chrX	-	53321350
IRF6	chr1	-	209806142
ITGB5	chr3	-	124887365
ITLN2	chr1	-	160954809
ITPKA	chr15	+	41493874
JPH1	chr8	-	74321540
KCNE5	chrX	-	109625172
KIAA0513	chr16	+	85063212
KIF21B	chr1	-	201023700
KIFAP3	chr1	-	170068917
KLF9	chr9	-	70414657
KLHL26	chr19	+	18637028
KLHL32	chr6	+	96924620
KRT20	chr17	-	40885242
KRT83	chr12	-	52321398
KRTAP10-9	chr21	+	44627093
KRTAP27-1	chr21	-	30337694
KRTAP4-6	chr17	-	41140544
KRTAP9-8	chr17	+	41237999
LARS1	chr5	-	146182660
LEF1	chr4	-	108168932
LGMN	chr14	-	92748679
LHB	chr19	-	49017091
LILRA5	chr19	-	54313166
LORICRIN	chr1	+	153259687
LOXHD1	chr18	-	46657220
LRP1	chr12	+	57128483
LRRC56	chrCHR_HSCHR11_1_CTG8	+	537527
LRRC69	chr8	+	91102619
LRRTM2	chr5	-	138875335
LVRN	chr5	+	115962475
LYPD8	chr1	-	248755759
MALRD1	chr10	+	19048801
MAP10	chr1	+	232805416
MAP1LC3B	chr16	+	87383953
MAP3K9	chr14	-	70809513
MAPT	chrCHR_HSCHR17_2_CTG5	+	45906010
MCM9	chr6	-	118935159
MELK	chr9	+	36572895
MID1IP1	chrX	+	38801455
MIER2	chr19	-	344796
MIIP	chr1	+	12019498
MKNK1	chr1	-	46604294
MLC1	chr22	-	50085354
MLXIP	chr12	+	122078756
MME	chr3	+	155083525
MMP1	chr11	-	102798160
MPHOSPH6	chr16	-	82170224
MPND	chr19	+	4343562
MPP4	chr2	-	201698694
MPV17L2	chr19	+	18193218
MRFAP1	chr4	+	6640091
MROH1	chr8	+	144148016
MRPL35	chr2	+	86199457
MRTFA	chr22	-	40636719
MS4A15	chr11	+	60756867
MSMB	chr10	-	46048180
MSRB1	chr16	-	1943199
MT4	chr16	+	56565073
MTERF4	chr2	-	241102295
MTNR1A	chr4	-	186555567
MTRF1	chr13	-	41263576
MTTP	chr4	+	99574824
NADSYN1	chr11	+	71453203
NAT16	chr7	-	101180293
NBPF15	chr1	-	144461669
NFX1	chr9	+	33290516
NOCT	chr4	+	139015781
NONO	chrX	+	71266029
NPW	chr16	+	2019785
NR2F1	chr5	+	93583222
NT5DC1	chr6	+	116100853
NXF1	chr11	-	62805470
OGG1	chr3	+	9750073
OR10G6	chr11	-	123995161
OR10H4	chr19	+	15944299
OR14K1	chr1	+	247738615
OR2A42	chr7	-	144239605
OR2AE1	chr7	-	99877033
OR2AG1	chr11	+	6783020
OR4F5	chr1	+	65419
OR4Q3	chr14	+	19743571
OR52J3	chr11	+	5046526
OR5A1	chr11	+	59436469
OR5H1	chr3	+	98130721
OR5H15	chr3	+	98166696
OR6C68	chr12	+	55492378
OR6C74	chr12	+	55244609
OTUB1	chr11	+	63985997
OXNAD1	chr3	+	16265160
P2RX5	chr17	-	3696155
P4HA1	chr10	-	73096974
PANX3	chr11	+	124611428
PARVG	chr22	+	44180925
PBXIP1	chr1	-	154956099
PCDHA2	chr5	+	140794852
PDGFRA	chr4	+	54229293
PELI2	chr14	+	56118411
PGAP1	chr2	-	196926707
PHF11	chr13	+	49496392
PHLDA3	chr1	-	201469188
PIEZO1	chr16	-	88785220
PISD	chr22	-	31628221
PIWIL2	chr8	+	22275316
PKLR	chr1	-	155301438
PLAAT3	chr11	-	63614369
PLEKHG6	chr12	+	6312651
PLTP	chr20	-	45912047
PMVK	chr1	-	154936719
POLR1F	chr7	-	19709037
POLR3C	chr1	+	145824053
POU2F1	chr1	+	167329044
PPARGC1B	chr5	+	149730310
PPAT	chr4	-	56435615
PRDM10	chr11	-	130002835
PRDM8	chr4	+	80185270
PRKCA	chr17	+	66302613
PRPF19	chr11	-	60906585
PRUNE2	chr9	-	76906114
PSMC4	chrCHR_HG2021_PATCH	+	39986432
PSMG3	chr7	-	1570032
PTCH1	chr9	-	95509266
PTTG1	chr5	+	160421910
PUS1	chr12	+	131929276
PYGO2	chr1	-	154961782
QDPR	chr4	-	17512090
RAB11FIP1	chr8	-	37899497
RAB1B	chr11	+	66268639
RAB33A	chrX	+	130171962
RAB33B	chr4	+	139454121
RAB37	chr17	+	74670578
RALGPS2	chr1	+	178725244
RAP1B	chr12	+	68610899
RBBP6	chr16	+	24539566
RBBP7	chrX	-	16870362
RBM15B	chr3	+	51391285
RBM17	chr10	+	6089346
RBPMS	chr8	+	30384511
RBSN	chr3	-	15099148
RCOR3	chr1	+	211259366
REG1A	chr2	+	79120488
RER1	chr1	+	2391841
RGL3	chr19	-	11419314
RHOC	chr1	-	112707127
RIMBP2	chr12	-	130517865
RIMS4	chr20	-	44810546
RIN2	chr20	+	19886521
RINT1	chr7	+	105532201
RIT1	chr1	-	155911349
RNASE13	chr14	-	21034807
RNF113B	chr13	-	98177269
RNF183	chr9	-	113299765
RNF217	chr6	+	124962437
RO60	chr1	+	193059612
RPGRIP1L	chr16	-	53703859
RPL18	chr19	-	48619127
RPRM	chr2	-	153478762
RRBP1	chr20	-	17682242
S100A7	chr1	-	153459874
SALL4	chr20	-	51802521
SAP30BP	chr17	+	75667338
SAR1A	chr10	-	70170523
SARDH	chr9	-	133739920
SCAF1	chr19	+	49642209
SCN10A	chr3	-	38816286
SEL1L	chr14	-	81533853
SEMA3D	chr7	-	85187056
SERGEF	chr11	-	18013047
SHOC2	chr10	+	110919588
SHROOM3	chr4	+	76435229
SLC12A5	chr20	+	46029182
SLC12A6	chr15	-	34337781
SLC16A14	chr2	-	230068924
SLC22A16	chr6	-	110476204
SLC25A19	chr17	-	75287674
SLC28A1	chr15	+	84884662
SLC29A3	chr10	+	71319282
SLC2A8	chr9	+	127397169
SLC35D1	chr1	-	67054148
SLC50A1	chr1	+	155135852
SLC52A3	chr20	-	768633
SLC5A1	chr22	+	32043261
SLC5A8	chr12	-	101210238
SLC66A3	chr2	+	11155372
SLC9A4	chr2	+	102473226
SLFN12L	chr17	-	35537678
SMPDL3A	chr6	+	122789258
SMYD1	chr2	+	88067825
SNAP91	chr6	-	83709691
SNX22	chr15	+	64151731
SP7	chr12	-	53336354
SPDYA	chr2	+	28810834
SPDYE2B	chr7	+	102650319
SPEGNB	chr2	+	219496131
SS18L2	chr3	+	42590860
SSH2	chr17	-	29930228
SSX2IP	chr1	-	84690468
ST6GALNAC3	chr1	+	76074746
ST7L	chr1	-	112619141
ST8SIA5	chr18	-	46757053
STAC2	chr17	-	39225945
STK36	chr2	+	218672086
STK40	chr1	-	36361340
STOML2	chr9	-	35103131
STX17	chr9	+	99906654
STYK1	chr12	-	10674052
SULT1C2	chr2	+	108288639
SUPT3H	chr6	-	45377934
SVOP	chr12	-	109021068
SYCP1	chr1	+	114854863
SYTL4	chrX	-	100732123
TAF13	chr1	-	109076007
TBC1D10C	chr11	+	67404083
TBC1D12	chr10	+	94402541
TBC1D2B	chr15	-	78077711
TBC1D3H	chr17	-	36388435
TBX21	chr17	+	47733236
TCF7L1	chr2	+	85133392
TCF7L2	chr10	+	112950247
TCTA	chr3	+	49412423
TEX11	chrX	-	70908711
TFF1	chr21	-	42366535
TFG	chr3	+	100709462
THBD	chr20	-	23049672
THEM4	chr1	-	151909511
THOC2	chrX	-	123733052
TIMELESS	chr12	-	56449426
TM9SF1	chrCHR_HG1_PATCH	-	24195407
TMEM156	chr4	-	39032409
TMEM158	chr3	-	45226287
TMEM245	chr9	-	109119947
TMEM265	chr16	+	30740642
TMEM62	chr15	+	43133586
TMPRSS15	chr21	-	18403785
TNFRSF12A	chr16	+	3020375
TNFRSF13C	chr22	-	41926806
TNFSF8	chr9	-	114930591
TNS2	chr12	+	53048949
TNXB	chr6	-	32109332
TOMM5	chr9	-	37592597
TOR1AIP1	chr1	+	179882285
TPSB2	chr16	-	1230162
TRAPPC11	chr4	+	183659293
TREML1	chr6	-	41154347
TRIM14	chr9	-	98119222
TRMT10C	chr3	+	101561868
TRPC3	chr4	-	121952060
TRPV2	chr17	+	16415571
TSGA10	chr2	-	99154942
TSPYL2	chrX	+	53082367
TSSK4	chrCHR_HG1_PATCH	+	24205695
TTC19	chr17	+	15999824
TUBG2	chr17	+	42659284
TVP23B	chr17	+	18781314
TXNDC11	chr16	-	11742838
UBTD1	chr10	+	97498924
UROC1	chr3	-	126517773
USP13	chr3	+	179653040
USP15	chr12	+	62260404
USP17L18	chr4	+	9248630
USP17L22	chr4	+	9267619
USP27X	chrX	+	49879484
USP38	chr4	+	143184917
USP9Y	chrY	+	12701231
VCY	chrY	-	13986473
VCY1B	chrY	+	14056227
VIL1	chr2	+	218419123
VMP1	chr17	+	59707654
VPS4B	chr18	-	63422476
VTA1	chr6	+	142147263
WDR19	chr4	+	39182529
WDR74	chr11	-	62841809
XPNPEP3	chr22	+	40857148
ZBTB18	chr1	+	244051283
ZC3HC1	chr7	-	130051451
ZEB2	chr2	-	144520362
ZKSCAN4	chr6	-	28252269
ZMIZ2	chr7	+	44748847
ZMYND11	chr10	+	135489
ZMYND12	chr1	-	42456022
ZNF225	chr19	+	44113399
ZNF365	chr10	+	62374369
ZNF436	chrCHR_HSCHR1_4_CTG3	-	23377300
ZNF527	chr19	+	37371099
ZNF584	chr19	+	58408649
ZNF587	chr19	+	57849859
ZNF594	chr17	-	5191868
ZNF766	chr19	+	52269587
ZNF814	chr19	-	57889037
ZNF85	chrCHR_HSCHR19_1_CTG2	+	20943098
ZNHIT1	chr7	+	101218165
ABCA10	chr17	-	69244846
ABCG2	chr4	-	88231628
ABL1	chr9	+	130713043
ACADS	chr12	+	120725826
ACADSB	chr10	+	123009006
ACOT12	chr5	-	81394134
ACTR1A	chr10	-	102502712
ACTR3C	chr7	-	150323573
ACTRT3	chr3	-	169769561
ADAM32	chrCHR_HSCHR8_9_CTG1	+	39107649
ADAMTS18	chr16	-	77435034
ADI1	chr2	-	3517747
ADM5	chr19	+	49689594
AFM	chr4	+	73481745
AGMAT	chr1	-	15585051
AGTR2	chrX	+	116170744
AJUBA	chr14	-	22982551
AK2	chr1	-	33036883
AKNA	chr9	-	114387982
ALG10	chr12	+	34022496
ALKBH7	chr19	+	6372794
ANGPT4	chr20	-	916334
ANKS6	chr9	-	98796555
ANO8	chr19	-	17334855
ANXA4	chr2	+	69742134
ANXA8	chr10	-	47484158
APOC1	chr19	+	44914247
APOC3	chr11	+	116829915
APOF	chr12	-	56362857
AQP3	chr9	-	33447593
ARFGAP2	chr11	-	47177125
ARL10	chr5	+	176365487
ASB11	chrX	-	15315640
ASCC2	chr22	-	29838276
ASCC3	chr6	-	100881329
ASZ1	chr7	-	117427493
ATOH1	chr4	+	93828753
ATP6V1D	chr14	-	67359804
ATRIP	chr3	+	48446737
ATXN2	chr12	-	111599122
BAHD1	chr15	+	40440953
BBS7	chr4	-	121870474
BBS9	chr7	+	33129540
BCCIP	chr10	+	125823546
BCL3	chr19	+	44748708
BCO1	chr16	+	81238689
BDH2	chr4	-	103099834
BET1L	chr11	-	207382
BMP6	chr6	+	7726099
BMS1	chr10	+	42782795
BNIP2	chr15	-	59689320
BOD1L2	chr18	+	57147087
BOLA3	chr2	-	74147912
BRK1	chr3	+	10115675
BSPRY	chr9	+	113349541
BUD23	chr7	+	73683597
C10orf53	chr10	+	49679651
C12orf54	chr12	+	48482498
C12orf57	chr12	+	6943817
C14orf119	chr14	+	23095505
C1orf105	chr1	+	172420685
C1R	chrCHR_HG1398_PATCH	-	7091676
C22orf39	chr22	-	19447711
C2orf68	chr2	-	85612066
C2orf74	chr2	+	61162188
C4orf19	chr4	+	37453925
C4orf54	chr4	-	99657828
C5orf49	chr5	-	7851133
C9orf50	chr9	-	129621101
CA1	chr8	-	85379014
CA13	chr8	+	85245458
CALY	chr10	-	133336896
CAMLG	chr5	+	134738548
CARD8	chr19	-	48255912
CCDC117	chr22	+	28772695
CCDC148	chr2	-	158456753
CCDC191	chr3	-	114056526
CCDC198	chr14	-	57493857
CCDC200	chr17	-	43305397
CCDC47	chr17	-	63773597
CCDC80	chr3	-	112641143
CCK	chr3	-	42266185
CCL22	chr16	+	57358783
CD300LB	chr17	-	74531475
CDC123	chr10	+	12196188
CDC23	chr5	-	138213323
CDK3	chr17	+	76000855
CDK5	chr7	-	151057897
CDKN2D	chr19	-	10568979
CELA3A	chr1	+	22001657
CEMIP	chr15	+	80779370
CEP70	chr3	-	138594260
CFAP97D1	chr17	+	43780435
CHRNG	chr2	+	232539692
CHSY1	chr15	-	101252048
CIC	chr19	+	42269252
CLDN24	chr4	-	183322426
CLIC1	chrCHR_HSCHR6_MHC_MANN_CTG1	-	31776776
CNPY2	chr12	-	56315988
COA6	chr1	+	234373456
COMMD2	chr3	-	149752489
COPA	chr1	-	160343250
COPB2	chr3	-	139389671
COPS4	chr4	+	83034447
COQ9	chr16	+	57447479
COX10	chr17	+	14069504
COX8C	chr14	+	93347182
CPN1	chr10	-	100081869
CPNE2	chr16	+	57092583
CPT1A	chr11	-	68841916
CRYL1	chr13	-	20525873
CSH1	chr17	-	63896582
CSTA	chr3	+	122325262
CYB5D1	chr17	+	7858003
CYS1	chr2	-	10080411
DAB1	chr1	-	57424060
DAPL1	chr2	+	158795317
DAZL	chr3	-	16604790
DCUN1D3	chr16	-	20900358
DCXR	chr17	-	82037697
DDC	chr7	-	50565405
DDIT3	chr12	-	57520517
DEFB112	chr6	-	50049929
DES	chr2	+	219418377
DICER1	chr14	-	95157318
DIPK1C	chr18	-	74457308
DLX3	chr17	-	49995224
DMPK	chr19	-	45782490
DNAJB11	chr3	+	186567403
DNAJC5G	chr2	+	27275433
DUSP10	chr1	-	221742089
EDC4	chr16	+	67873052
EFCAB3	chr17	+	62370218
EGR1	chr5	+	138465479
EMP2	chr16	-	10580598
EP400	chr12	+	131949942
EPGN	chr4	+	74308470
EPS8	chr12	-	15789388
ERVV-2	chr19	+	53044740
ESYT3	chr3	+	138434616
EVPL	chr17	-	76027306
FAM13C	chr10	-	59362594
FAM200A	chr7	-	99552114
FAM210B	chr20	+	56358974
FAM81A	chr15	+	59438186
FAM8A1	chr6	+	17600302
FAR2	chr12	+	29149135
FBLN1	chr22	+	45502883
FBXO31	chr16	-	87383748
FBXO36	chr2	+	229922302
FGF4	chr11	-	69775341
FGR	chr1	-	27635185
FIGNL1	chr7	-	50450350
FLAD1	chr1	+	154983352
FLNC	chr7	+	128830406
FOXC1	chr6	+	1609915
FOXO3	chr6	+	108559835
FRMPD2	chr10	-	48274696
FSHR	chr2	-	49154515
FTL	chr19	+	48965309
FYB2	chr1	-	56819404
FZD10	chr12	+	130162459
GABPB1	chr15	-	50355198
GABRA4	chr4	-	46993581
GABRR3	chr3	-	98035315
GAL3ST1	chr22	-	30574665
GALNT2	chr1	+	230067238
GCC1	chr7	-	127585596
GDF15	chr19	+	18382170
GEMIN4	chr17	-	749351
GEMIN8	chrX	-	14027169
GFAP	chr17	-	44915500
GGTLC3	chr22	-	18518161
GHRHR	chr7	+	30963953
GLCCI1	chr7	+	7968796
GNAZ	chr22	+	23070519
GNG14	chr19	+	12687998
GNPNAT1	chr14	-	52791607
GOLGA6L7	chr15	-	28848644
GOLGB1	chr3	-	121749767
GPR142	chr17	+	74367506
GPR176	chr15	-	39920266
GPR88	chr1	+	100538139
GRPEL2	chr5	+	149345499
GTF2H5	chr6	+	158168350
GUK1	chr1	+	228139962
H1-4	chr6	+	26156329
H2AC14	chr6	-	27814777
H2BC6	chr6	+	26172059
H3-3A	chr1	+	226062714
H4C9	chr6	+	27139282
HACD4	chr9	-	21031640
HAND1	chr5	-	154478227
HCFC2	chr12	+	104064531
HDGFL1	chr6	+	22569566
HEPN1	chr11	+	124919250
HERPUD1	chr16	+	56932142
HHEX	chr10	+	92689955
HIC2	chr22	+	21442460
HIGD2A	chr5	+	176388751
HLA-DQB2	chrCHR_HSCHR6_MHC_MANN_CTG1	-	32917294
HNRNPA1L2	chr13	+	52642431
HNRNPH3	chr10	+	68332064
HOXB7	chr17	-	48611017
HOXB8	chr17	-	48615292
HOXD1	chr2	+	176188668
HSD11B1L	chr19	+	5681061
HSD17B12	chr11	+	43680738
HSPA13	chr21	-	14383146
IER5	chr1	+	181088700
IFITM1	chr11	+	313527
IKZF1	chr7	+	50304716
ILF2	chr1	-	153671028
INHA	chr2	+	219572310
INHBE	chr12	+	57455307
INPP5J	chr22	+	31122923
IRS2	chr13	-	109786583
ITGA2B	chr17	-	44389649
JTB	chr1	-	153977674
KCTD3	chr1	+	215567304
KDR	chr4	-	55125595
KIF24	chr9	-	34329268
KIF2A	chr5	+	62306206
KIF2B	chr17	+	53822927
KLC2	chr11	+	66260913
KLHL25	chr15	-	85794925
KLK1	chr19	-	50823787
KRT27	chr17	-	40782550
KRTAP19-1	chr21	-	30480367
KRTAP20-2	chr21	+	30635206
KRTAP4-2	chr17	-	41178221
KRTAP5-10	chr11	+	71565563
KRTAP9-6	chrCHR_HSCHR17_6_CTG4	+	41253969
LAGE3	chrX	-	154479281
LAMTOR2	chr1	+	156054782
LARP4B	chr10	-	873205
LCORL	chr4	-	18021755
LGALS14	chr19	+	39704481
LGALS16	chr19	+	39655913
LHX8	chr1	+	75128434
LIPJ	chr10	+	88586762
LIPT2	chr11	-	74493724
LNX1	chr4	-	53591486
LRRC37A	chrCHR_HSCHR17_1_CTG5	-	45766108
LRRC43	chr12	+	122183123
LRRC8E	chr19	+	7888505
LYRM7	chr5	+	131170944
MADCAM1	chr19	+	489176
MAGED2	chrX	+	54807747
MAML1	chrCHR_HG30_PATCH	+	179733695
MAPK8IP3	chr16	+	1706195
MBNL2	chr13	+	97222006
MEAK7	chr16	-	84504659
MED6	chr14	-	70600655
MESP1	chr15	-	89751249
MGAM2	chr7	+	142111718
MIA2	chr14	+	39233915
MIB2	chr1	+	1616310
MINDY2	chr15	+	58771302
MLYCD	chr16	+	83899115
MND1	chr4	+	153344688
MORN4	chr10	-	97633500
MPDU1	chr17	+	7583852
MPPE1	chr18	-	11908317
MRM2	chr7	-	2242205
MRNIP	chrCHR_HG30_PATCH	-	179859661
MROH2B	chr5	-	41071342
MROH8	chr20	-	37179548
MRPL58	chr17	+	75012670
MRPS18A	chr6	-	43687791
MRPS34	chr16	-	1773150
MS4A3	chrCHR_HSCHR11_1_CTG3_1	+	60060882
MSH6	chr2	+	47695819
MSLN	chr16	+	760767
MSRA	chr8	+	10095552
MTA2	chr11	-	62601865
MTFR2	chr6	-	136250311
MTR	chr1	+	236795292
MYBPC3	chr11	-	47352702
MYH7	chr14	-	23435660
MYMK	chr9	-	133524959
MZT2B	chr2	+	130182257
NAA30	chr14	+	57390586
NAB1	chr2	+	190649083
NANOS1	chr10	+	119029714
NBPF19	chr1	+	149475045
NCALD	chr8	-	102124907
NCF4	chr22	+	36860988
NCKAP1L	chr12	+	54497752
NDUFA4	chr7	-	10940153
NEU1	chr6	-	31862821
NIBAN3	chr19	+	17527267
NKX2-2	chr20	-	21514064
NLRP3	chr1	+	247416172
NLRP4	chr19	+	55836540
NOD1	chr7	-	30478784
NOL8	chr9	-	92325594
NOP2	chr12	-	6568691
NOX5	chr15	+	68930525
NOXA1	chr9	+	137423350
NT5C	chr17	-	75131742
NUAK1	chr12	-	106138954
NUDT9	chr4	+	87422573
NWD1	chr19	+	16720040
ODF3L1	chr15	+	75724041
OGFOD2	chr12	+	122974580
OR10G9	chr11	+	124023013
OR10X1	chr1	-	158579899
OR1F1	chr16	+	3188204
OR2G2	chr1	+	247588360
OR2H1	chr6	+	29457155
OR2K2	chr9	-	111330224
OR3A2	chr17	-	3386308
OR52N5	chr11	-	5783355
P2RY12	chr3	-	151384753
PANX2	chr22	+	50170731
PAPPA	chr9	+	116153791
PAX8	chr2	-	113278921
PBLD	chr10	-	68332928
PCGF1	chr2	-	74507695
PDIA2	chr16	+	283164
PEX12	chr17	-	35578571
PEX13	chr2	+	61017720
PEX16	chr11	-	45917877
PFKP	chr10	+	3104724
PHACTR2	chr6	+	143677965
PHF2	chr9	+	93576584
PITPNM1	chr11	-	67505363
PLA2G2D	chr1	-	20119536
PLAAT1	chr3	+	193241128
PLB1	chr2	+	28496060
PLEKHH2	chr2	+	43637260
PLIN3	chr19	-	4867667
PLLP	chr16	-	57284661
PLP1	chrX	+	103776511
PLPP3	chr1	-	56579563
PODNL1	chrCHR_HG109_PATCH	-	13953381
POGLUT2	chr13	-	102799040
POU5F1B	chr8	+	127409026
PPIP5K1	chr15	-	43590208
PPM1K	chr4	-	88284561
PPP1R16A	chr8	+	144477982
PPP2R2A	chr8	+	26291508
PPP3R2	chr9	-	101594969
PRDM1	chr6	+	106086336
PRKCD	chr3	+	53161209
PRKD2	chr19	-	46717114
PRKD3	chr2	-	37324833
PSD2	chr5	+	139795808
PSG11	chr19	-	43026469
PSMB5	chr14	-	23034890
PTPN6	chr12	+	6951271
PTPRS	chr19	-	5340812
PUS3	chr11	-	125903206
QPCTL	chr19	+	45692666
RAB2A	chr8	+	60516987
RAB3D	chr19	-	11339657
RAB5IF	chr20	+	36605779
RBM43	chr2	-	151261863
RCOR1	chr14	+	102592649
REN	chr1	-	204190324
RERE	chr1	-	8817465
RHCE	chr1	-	25430192
RIMS2	chr8	+	103500610
RIOK1	chr6	+	7389808
RIOX1	chr14	+	73490933
RLN3	chrCHR_HG109_PATCH	+	14028148
RNF26	chr11	+	119334527
RP2	chrX	+	46837043
RPN2	chr20	+	37178419
RSAD2	chr2	+	6865557
RUNDC3B	chr7	+	87628413
RYK	chr3	-	134250859
S100A11	chr1	-	152037004
S100A3	chr1	-	153549258
SAGE1	chrX	+	135889205
SDHB	chr1	-	17054032
SEC24D	chr4	-	118836126
SEMA4A	chr1	+	156154371
SERPINH1	chr11	+	75562370
SERPINI2	chr3	-	167473827
SETSIP	chr1	-	92075411
SHCBP1L	chr1	-	182953166
SHMT2	chr12	+	57229711
SI	chr3	-	165078496
SIGLEC9	chr19	+	51124908
SLC22A2	chr6	-	160277638
SLC25A31	chr4	+	127730400
SLC35A3	chr1	+	99969996
SLC35A4	chr5	+	140564891
SLC35G4	chr18	+	11609596
SLC38A3	chr3	+	50205271
SLC45A4	chr8	-	141228570
SLC4A8	chr12	+	51424831
SLC9A1	chr1	-	27155125
SLC9A3R1	chr17	+	74748628
SLC9A8	chr20	+	49812713
SMAD7	chr18	-	48950965
SMCP	chr1	+	152878322
SMG6	chr17	-	2303785
SMIM10L2A	chrX	+	135421944
SMKR1	chr7	+	129502531
SNAI2	chr8	-	48921429
SNRPN	chr15	+	24823725
SNTG2	chr2	+	950849
SNX30	chr9	+	112750760
SOD2	chr6	-	159693241
SOHLH1	chr9	-	135699528
SPACA5	chrX	+	48006988
SPACA5B	chrX	+	48130626
SPANXD	chrX	-	141698739
SPATA31A5	chr9	+	60914407
SPDYE9	chr7	-	73086038
SPINK8	chr3	-	48333661
SPON2	chr4	-	1208962
SPPL2A	chr15	-	50765706
SPR	chr2	+	72887408
SPTA1	chr1	-	158686715
SPTBN2	chr11	-	66729216
SPTBN5	chr15	-	41894053
SRSF5	chr14	+	69726900
STAG1	chr3	-	136752378
STRBP	chr9	-	123268586
STX1B	chr16	-	31010638
SULT1A3	chr16	+	30199255
SURF4	chrCHR_HG2030_PATCH	-	133376314
SYCE1L	chr16	+	77199408
SYCE2	chr19	-	12919293
SYNCRIP	chr6	-	85642922
TBC1D21	chr15	+	73873564
TBC1D32	chr6	-	121334480
TCF15	chr20	-	610309
TDP2	chr6	-	24666591
TENT5A	chr6	-	81752708
TEX15	chr8	-	30913008
TFPT	chrCHR_HSCHR19_4_CTG3_1	-	54115801
THAP7	chr22	-	21002118
THEG	chr19	-	376026
THEM5	chr1	-	151853712
THSD1	chr13	-	52406494
TLCD1	chr17	-	28726233
TLR4	chr9	+	117704403
TMED7-TICAM2	chr5	-	115626161
TMEM199	chr17	+	28357647
TMEM233	chr12	+	119593774
TMEM92	chr17	+	50271406
TNFAIP3	chr6	+	137867214
TNNI3	chr19	-	55157732
TP63	chr3	+	189631389
TRIL	chr7	-	28958330
TRIM35	chr8	-	27311272
TRIM49	chr11	-	89808575
TRIM59	chr3	-	160448937
TRIM64C	chr11	-	49059112
TRPV6	chrCHR_HSCHR7_2_CTG6	-	142946922
TSC22D1	chr13	-	44576330
